name,iso,population,year,gas,emissions_quantity
Algeria,DZA,"45,753,509",2018-01-01 00:00:00,ch4,2406.163585
Algeria,DZA,"45,753,509",2018-01-01 00:00:00,co2e_20yr,26745576.145428
Algeria,DZA,"45,753,509",2018-01-01 00:00:00,co2e_100yr,26610897.10601
Algeria,DZA,"45,753,509",2019-01-01 00:00:00,n2o,67.40154
Algeria,DZA,"45,753,509",2019-01-01 00:00:00,co2,27242464.21
Algeria,DZA,"45,753,509",2019-01-01 00:00:00,ch4,2419.931877
Algeria,DZA,"45,753,509",2019-01-01 00:00:00,co2e_20yr,27463532.494228
Algeria,DZA,"45,753,509",2019-01-01 00:00:00,co2e_100yr,27328083.710656
Algeria,DZA,"45,753,509",2020-01-01 00:00:00,n2o,63.168421
Algeria,DZA,"45,753,509",2020-01-01 00:00:00,co2,26018276.57
Algeria,DZA,"45,753,509",2020-01-01 00:00:00,ch4,2316.033665
Algeria,DZA,"45,753,509",2020-01-01 00:00:00,co2e_20yr,26229499.861004
Algeria,DZA,"45,753,509",2020-01-01 00:00:00,co2e_100yr,26099865.144185
Algeria,DZA,"45,753,509",2021-01-01 00:00:00,n2o,66.088302
Algeria,DZA,"45,753,509",2021-01-01 00:00:00,co2,27291087.55
Algeria,DZA,"45,753,509",2021-01-01 00:00:00,ch4,2427.89311
Algeria,DZA,"45,753,509",2021-01-01 00:00:00,co2e_20yr,27512477.882968
Algeria,DZA,"45,753,509",2021-01-01 00:00:00,co2e_100yr,27376581.95711
